B01001_001E,B19013_001E,NAME,state,county
20281,59212,"Carroll County, Iowa",19,027
18457,67795,"Cedar County, Iowa",19,031
15786,50406,"Floyd County, Iowa",19,067
8950,53050,"Greene County, Iowa",19,073
11178,56673,"Louisa County, Iowa",19,115
11776,64982,"Lyon County, Iowa",19,119
23288,50021,"Union County, Georgia",13,291
33407,36173,"Bladen County, North Carolina",37,017
69070,57194,"Carteret County, North Carolina",37,031
19380,35527,"Bertie County, North Carolina",37,015
22849,40090,"Martin County, North Carolina",37,117
13430,47162,"Perquimans County, North Carolina",37,143
91077,43579,"Rockingham County, North Carolina",37,157
10551,64572,"Camden County, North Carolina",37,029
219271,52835,"Gaston County, North Carolina",37,071
97294,59963,"Moore County, North Carolina",37,125
61588,52623,"Stanly County, North Carolina",37,167
17760,42222,"Yancey County, North Carolina",37,199
71338,67031,"Chatham County, North Carolina",37,037
196870,59865,"Johnston County, North Carolina",37,101
39345,51020,"Person County, North Carolina",37,145
26863,40962,"Ashe County, North Carolina",37,009
56756,39402,"Lenoir County, North Carolina",37,107
195069,50278,"Onslow County, North Carolina",37,133
66599,42608,"Rutherford County, North Carolina",37,161
37602,44682,"Yadkin County, North Carolina",37,197
89968,44557,"Burke County, North Carolina",37,023
8008,64453,"Traill County, North Dakota",38,097
4938,65492,"Dickey County, North Dakota",38,021
68812,68871,"Ward County, North Dakota",38,101
6947,64549,"Pembina County, North Dakota",38,067
2547,60164,"Hettinger County, North Dakota",38,041
176975,64482,"Cass County, North Dakota",38,017
3310,55902,"Emmons County, North Dakota",38,029
16254,61371,"Richland County, North Dakota",38,077
2311,56681,"Adams County, North Dakota",38,001
2301,54868,"Eddy County, North Dakota",38,027
8462,82181,"Mercer County, North Dakota",38,057
5314,63903,"Ransom County, North Dakota",38,073
4373,38939,"Sioux County, North Dakota",38,085
1845,58690,"Golden Valley County, North Dakota",38,033
2224,52300,"Towner County, North Dakota",38,095
2335,62865,"Divide County, North Dakota",38,023
3872,63073,"Sargent County, North Dakota",38,081
23078,44899,"Meigs County, Ohio",39,105
38845,60112,"Champaign County, Ohio",39,021
166502,68720,"Greene County, Ohio",39,057
60184,45118,"Lawrence County, Ohio",39,087
14640,42341,"Morgan County, Ohio",39,115
22000,55767,"Wyandot County, Ohio",39,175
74780,54226,"Erie County, Ohio",39,043
45316,56754,"Logan County, Ohio",39,091
541334,57181,"Summit County, Ohio",39,153
7847,39324,"Lemhi County, Idaho",16,059
23260,50579,"Payette County, Idaho",16,075
9138,47556,"Benewah County, Idaho",16,009
43611,50256,"Bonner County, Idaho",16,017
913,46154,"Clark County, Idaho",16,033
4169,40875,"Custer County, Idaho",16,037
26743,46855,"Elmore County, Idaho",16,039
13020,58065,"Fremont County, Idaho",16,043
39100,39160,"Madison County, Idaho",16,065
12609,39386,"Shoshone County, Idaho",16,079
16411,41516,"Idaho County, Idaho",16,049
11426,74216,"Teton County, Idaho",16,081
7671,48823,"Power County, Idaho",16,077
10057,40992,"Washington County, Idaho",16,087
17983,52561,"Hancock County, Illinois",17,067
264776,60738,"Madison County, Illinois",17,119
50666,77350,"Grundy County, Illinois",17,063
110637,58902,"Kankakee County, Illinois",17,091
15589,59787,"Mercer County, Illinois",17,131
929060,92809,"DuPage County, Illinois",17,043
6260,36806,"Alexander County, Illinois",17,003
12306,74684,"Menard County, Illinois",17,129
109737,58142,"LaSalle County, Illinois",17,099
5198275,64660,"Cook County, Illinois",17,031
105528,50480,"Macon County, Illinois",17,115
45093,48805,"Stephenson County, Illinois",17,177
16402,50251,"Wayne County, Illinois",17,191
38700,72808,"Woodford County, Illinois",17,203
38923,42769,"Franklin County, Illinois",17,055
30479,44471,"McDonough County, Illinois",17,109
307714,86799,"McHenry County, Illinois",17,111
1185,54112,"Greeley County, Kansas",20,071
28775,52883,"Ellis County, Kansas",20,051
9671,48778,"Linn County, Kansas",20,107
22349,49291,"Seward County, Kansas",20,175
591506,89087,"Johnson County, Kansas",20,091
33417,71995,"Miami County, Kansas",20,121
3157,39643,"Woodson County, Kansas",20,207
2876,56492,"Ness County, Kansas",20,135
14608,43917,"Bourbon County, Kansas",20,011
2505,53274,"Kiowa County, Kansas",20,097
177852,56762,"Shawnee County, Kansas",20,177
3323,40298,"Chautauqua County, Kansas",20,019
62765,49936,"Reno County, Kansas",20,155
7684,49703,"Doniphan County, Kansas",20,043
4018,55064,"Haskell County, Kansas",20,081
4917,65417,"Scott County, Kansas",20,171
9626,48333,"Brown County, Kansas",20,013
5340,50093,"Phillips County, Kansas",20,147
2860,48125,"Decatur County, Kansas",20,039
17445,52631,"Garrard County, Kentucky",21,079
92861,63050,"Campbell County, Kentucky",21,037
7510,32306,"Elliott County, Kentucky",21,063
14204,47643,"Larue County, Kentucky",21,123
21592,55093,"Mercer County, Kentucky",21,167
17778,38390,"Russell County, Kentucky",21,207
12023,53743,"Washington County, Kentucky",21,229
43884,41459,"Barren County, Kentucky",21,009
8720,57217,"Hancock County, Kentucky",21,091
108527,54367,"Hardin County, Kentucky",21,093
9283,51861,"McLean County, Kentucky",21,149
12304,37469,"Powell County, Kentucky",21,197
12702,44775,"Caldwell County, Kentucky",21,033
47682,48308,"Boyd County, Kentucky",21,019
320601,57291,"Fayette County, Kentucky",21,067
22634,37055,"Johnson County, Kentucky",21,115
13288,36134,"Morgan County, Kentucky",21,175
64350,39998,"Pulaski County, Kentucky",21,199
19222,38021,"Adair County, Kentucky",21,001
12977,27344,"Breathitt County, Kentucky",21,025
18729,38396,"Hart County, Kentucky",21,099
8558,53056,"Trimble County, Kentucky",21,223
4510,42929,"Hickman County, Kentucky",21,105
8271,52528,"Lyon County, Kentucky",21,143
13417,31147,"Lewis County, Kentucky",21,135
26318,63820,"Woodford County, Kentucky",21,239
10283,31627,"Leslie County, Kentucky",21,131
15671,32798,"Lawrence County, Kentucky",21,127
65268,46080,"McCracken County, Kentucky",21,145
5258,57196,"Brule County, South Dakota",46,015
4186,43438,"Gregory County, South Dakota",46,053
188674,61772,"Minnehaha County, South Dakota",46,099
3685,48980,"Clark County, South Dakota",46,025
4944,61699,"Kingsbury County, South Dakota",46,077
13957,50724,"Clay County, South Dakota",46,027
5833,47475,"Dewey County, South Dakota",46,041
17608,64783,"Hughes County, South Dakota",46,065
2379,56875,"Sanborn County, South Dakota",46,111
3256,54155,"Hand County, South Dakota",46,059
22717,58342,"Yankton County, South Dakota",46,135
18346,52313,"Beadle County, South Dakota",46,005
19871,50570,"Davison County, South Dakota",46,035
2018,49632,"Jerauld County, South Dakota",46,073
3017,71382,"Stanley County, South Dakota",46,117
2315,54583,"Potter County, South Dakota",46,107
9349,50481,"Charles Mix County, South Dakota",46,023
4891,63723,"Marshall County, South Dakota",46,091
2897,57981,"Perkins County, South Dakota",46,105
36131,39005,"Whitley County, Kentucky",21,235
36456,32730,"Floyd County, Kentucky",21,071
165668,64339,"Kenton County, Kentucky",21,117
12491,28147,"Magoffin County, Kentucky",21,153
24507,38230,"Rowan County, Kentucky",21,205
25571,44522,"Taylor County, Kentucky",21,217
4784,45109,"Carlisle County, Kentucky",21,039
14224,31688,"Estill County, Kentucky",21,065
130970,47269,"Rapides Parish, Louisiana",22,079
132057,47832,"Tangipahoa Parish, Louisiana",22,105
11041,38500,"West Carroll Parish, Louisiana",22,123
9992,37691,"Caldwell Parish, Louisiana",22,021
7096,22346,"East Carroll Parish, Louisiana",22,035
33589,31965,"Evangeline Parish, Louisiana",22,039
46266,44661,"St. Bernard Parish, Louisiana",22,087
26101,65385,"West Baton Rouge Parish, Louisiana",22,121
8565,33816,"Red River Parish, Louisiana",22,081
38769,28567,"Natchitoches Parish, Louisiana",22,069
9766,40129,"Catahoula Parish, Louisiana",22,025
20238,35282,"Franklin Parish, Louisiana",22,041
22478,43759,"Assumption Parish, Louisiana",22,007
59865,51945,"Vermilion Parish, Louisiana",22,113
19778,32500,"Concordia Parish, Louisiana",22,029
57550,49204,"Oxford County, Maine",23,017
151774,50808,"Penobscot County, Maine",23,019
107602,53509,"Androscoggin County, Maine",23,001
292307,73072,"Cumberland County, Maine",23,005
204316,67830,"York County, Maine",23,031
50520,44256,"Somerset County, Maine",23,025
51765,63499,"Worcester County, Maryland",24,047
37167,73547,"Talbot County, Maryland",24,041
213496,74336,"Barnstable County, Massachusetts",25,001
126425,59230,"Berkshire County, Massachusetts",25,003
515303,89489,"Plymouth County, Massachusetts",25,023
700437,103291,"Norfolk County, Massachusetts",25,021
11168,107717,"Nantucket County, Massachusetts",25,019
116143,62965,"Allegan County, Michigan",26,005
9151,45570,"Alger County, Michigan",26,003
26416,50104,"Oceana County, Michigan",26,127
30651,39565,"Clare County, Michigan",26,035
70688,45116,"Isabella County, Michigan",26,073
52939,49988,"Tuscola County, Michigan",26,157
28520,43363,"Alpena County, Michigan",26,007
83355,62625,"Midland County, Michigan",26,111
8248,42335,"Oscoda County, Michigan",26,135
78389,70390,"Clinton County, Michigan",26,037
40916,47848,"Gratiot County, Michigan",26,057
98381,55450,"Lenawee County, Michigan",26,091
63413,49448,"Montcalm County, Michigan",26,117
159247,56951,"St. Clair County, Michigan",26,147
367000,72586,"Washtenaw County, Michigan",26,161
51523,55107,"Cass County, Michigan",26,027
23851,42054,"Roscommon County, Michigan",26,143
43513,51947,"Branch County, Michigan",26,023
158636,53658,"Jackson County, Michigan",26,075
870325,62855,"Macomb County, Michigan",26,099
8421,46065,"Baraga County, Michigan",26,013
109456,64348,"Eaton County, Michigan",26,045
26236,37640,"Upson County, Georgia",13,293
20436,38068,"Washington County, Georgia",13,303
29489,52493,"White County, Georgia",13,311
27145,46636,"Peach County, Georgia",13,225
159825,68370,"Paulding County, Georgia",13,223
19250,42804,"Pierce County, Georgia",13,229
18327,64878,"Pike County, Georgia",13,231
201852,42728,"Richmond County, Georgia",13,245
13989,39842,"Screven County, Georgia",13,251
25382,40730,"Tattnall County, Georgia",13,267
19152,40415,"Berrien County, Georgia",13,019
28828,52748,"Montgomery County, Illinois",17,135
56016,54232,"Whiteside County, Illinois",17,195
66085,52993,"Adams County, Illinois",17,001
37634,66639,"Clinton County, Illinois",17,027
104366,63317,"DeKalb County, Illinois",17,037
6455,51080,"Edwards County, Illinois",17,047
9594,54256,"Jasper County, Illinois",17,079
37985,49896,"Jefferson County, Illinois",17,081
77563,46515,"Vermilion County, Illinois",17,183
689315,86961,"Will County, Illinois",17,197
67102,50734,"Williamson County, Illinois",17,199
15716,56531,"Clark County, Illinois",17,023
19623,56714,"Douglas County, Illinois",17,041
34137,56685,"Effingham County, Illinois",17,049
35092,51643,"Fulton County, Illinois",17,057
13132,49885,"Greene County, Illinois",17,061
8176,54046,"Hamilton County, Illinois",17,065
3939,51250,"Hardin County, Illinois",17,069
49267,59933,"Henry County, Illinois",17,073
12494,52774,"Johnson County, Illinois",17,087
50508,44129,"Knox County, Illinois",17,095
36040,55160,"Livingston County, Illinois",17,105
5005,57118,"Scott County, Illinois",17,171
133195,63454,"Tazewell County, Illinois",17,179
17146,50310,"Warren County, Illinois",17,187
39940,57712,"Harrison County, Indiana",18,061
110154,53658,"LaPorte County, Indiana",18,091
31389,54259,"Wabash County, Indiana",18,169
33447,63892,"Jasper County, Indiana",18,073
10212,52726,"Martin County, Indiana",18,101
168636,71152,"Porter County, Indiana",18,127
28391,56332,"Ripley County, Indiana",18,137
20447,57305,"Spencer County, Indiana",18,147
15162,58118,"Tipton County, Indiana",18,159
107459,45230,"Vigo County, Indiana",18,167
62280,73482,"Warrick County, Indiana",18,173
42927,56421,"DeKalb County, Indiana",18,033
39193,64498,"LaGrange County, Indiana",18,087
16641,54346,"Rush County, Indiana",18,139
65544,83077,"Boone County, Indiana",18,011
15061,38839,"Gogebic County, Michigan",26,053
23105,63452,"Meeker County, Minnesota",27,093
66185,68584,"Rice County, Minnesota",27,131
4015,58576,"Red Lake County, Minnesota",27,125
63446,65269,"Clay County, Minnesota",27,027
20949,61207,"Fillmore County, Minnesota",27,045
31521,59343,"Polk County, Minnesota",27,119
14892,63439,"Sibley County, Minnesota",27,143
10972,54065,"Watonwan County, Minnesota",27,165
4996,53900,"Big Stone County, Minnesota",27,011
29268,52204,"Cass County, Minnesota",27,021
21019,56709,"Hubbard County, Minnesota",27,057
19852,52798,"Martin County, Minnesota",27,091
21734,55304,"Nobles County, Minnesota",27,105
94463,89250,"Sherburne County, Minnesota",27,141
101949,101496,"Carver County, Minnesota",27,019
35832,62121,"McLeod County, Minnesota",27,085
544442,64660,"Ramsey County, Minnesota",27,123
50725,59329,"Winona County, Minnesota",27,169
20669,74575,"Dodge County, Minnesota",27,039
64217,56549,"Crow Wing County, Minnesota",27,035
134438,84974,"Wright County, Minnesota",27,171
5677,53077,"Lincoln County, Minnesota",27,081
25865,56135,"Mille Lacs County, Minnesota",27,095
35633,63098,"Carlton County, Minnesota",27,017
16089,57163,"Kanabec County, Minnesota",27,065
87989,58308,"St. Clair County, Alabama",01,115
82853,44918,"Cullman County, Alabama",01,043
104702,47580,"Houston County, Alabama",01,069
207305,53326,"Tuscaloosa County, Alabama",01,125
51662,55637,"Coffee County, Alabama",01,031
44055,47468,"Chilton County, Alabama",01,021
10757,38990,"Coosa County, Alabama",01,037
102748,44637,"Etowah County, Alabama",01,055
13885,38364,"Lamar County, Alabama",01,075
19828,40688,"Butler County, Alabama",01,013
64110,43629,"Walker County, Alabama",01,127
8324,24145,"Greene County, Alabama",01,063
10248,37785,"Bullock County, Alabama",01,011
33660,42289,"Chambers County, Alabama",01,017
2518,58059,"Haines Borough, Alaska",02,100
32227,88390,"Juneau City and Borough, Alaska",02,110
5377,41413,"Yukon-Koyukuk Census Area, Alaska",02,290
2246,81719,"Denali Borough, Alaska",02,068
2139,59803,"Hoonah-Angoon Census Area, Alaska",02,105
2502,53894,"Wrangell City and Borough, Alaska",02,275
1027207,53379,"Pima County, Arizona",04,019
53546,43524,"Gila County, Arizona",04,007
125867,49260,"Cochise County, Arizona",04,003
71511,32508,"Apache County, Arizona",04,001
209468,45243,"Yuma County, Arizona",04,027
109270,40067,"Navajo County, Arizona",04,017
14889,37233,"Clay County, Arkansas",05,021
18417,46997,"Drew County, Arkansas",05,043
17695,37218,"Randolph County, Arkansas",05,121
37331,45374,"Boone County, Arkansas",05,009
13455,46596,"Lincoln County, Arkansas",05,079
48672,40161,"Crittenden County, Arkansas",05,035
123624,52827,"Faulkner County, Arkansas",05,045
69039,46157,"Walker County, Georgia",13,295
915046,71026,"Gwinnett County, Georgia",13,135
78991,62345,"Barrow County, Georgia",13,013
13040,41961,"Charlton County, Georgia",13,049
6686,27658,"Clinch County, Georgia",13,065
104919,57423,"Bartow County, Georgia",13,015
143316,63835,"Douglas County, Georgia",13,097
24828,43531,"Grady County, Georgia",13,131
8515,31860,"Hancock County, Georgia",13,141
104237,48623,"Whitfield County, Georgia",13,313
13305,32161,"Macon County, Georgia",13,193
69919,45649,"Troup County, Georgia",13,285
34105,76319,"Harris County, Georgia",13,145
5221,44448,"Schley County, Georgia",13,249
20494,45398,"Worth County, Georgia",13,321
13736,37340,"Dooly County, Georgia",13,093
10687,42607,"Evans County, Georgia",13,109
2610,37297,"Webster County, Georgia",13,307
60477,66822,"Effingham County, Georgia",13,103
2996,45000,"Glascock County, Georgia",13,125
2289,26667,"Quitman County, Georgia",13,239
288496,56842,"Chatham County, Georgia",13,051
9691,42446,"Johnson County, Georgia",13,167
10380,40986,"Lanier County, Georgia",13,173
29218,52500,"Madison County, Georgia",13,195
22244,38116,"Mitchell County, Georgia",13,205
40541,45639,"Tift County, Georgia",13,277
41908,44891,"Polk County, Georgia",13,233
6321,38549,"Talbot County, Georgia",13,263
8737,34768,"Terrell County, Georgia",13,273
44630,43740,"Thomas County, Georgia",13,275
9010,38996,"Wilkinson County, Georgia",13,319
14931,47120,"Oglethorpe County, Georgia",13,221
6973,31699,"Randolph County, Georgia",13,243
35593,36869,"Ware County, Georgia",13,299
29788,45483,"Wayne County, Georgia",13,305
8824,36964,"Wilcox County, Georgia",13,315
45111,43672,"Baldwin County, Georgia",13,009
76120,45550,"Bulloch County, Georgia",13,031
2951,22325,"Clay County, Georgia",13,061
3981,39494,"Echols County, Georgia",13,101
749323,62399,"DeKalb County, Georgia",13,089
29227,48550,"Haralson County, Georgia",13,143
15618,33944,"Jefferson County, Georgia",13,163
7856,39742,"Lincoln County, Georgia",13,181
39724,48033,"Murray County, Georgia",13,213
11216,45148,"Pulaski County, Georgia",13,235
16645,42500,"Rabun County, Georgia",13,241
11617,48219,"Towns County, Georgia",13,281
6795,32241,"Treutlen County, Georgia",13,283
9320,37736,"Irwin County, Georgia",13,155
18440,40304,"Appling County, Georgia",13,001
48749,63806,"Shelby County, Ohio",39,149
36816,53183,"Williams County, Ohio",39,171
103190,48345,"Columbiana County, Ohio",39,029
42253,63092,"Fulton County, Ohio",39,051
30088,44858,"Gallia County, Ohio",39,053
229961,46042,"Mahoning County, Ohio",39,099
76040,41330,"Scioto County, Ohio",39,145
35043,59452,"Morrow County, Ohio",39,117
16476,36719,"Marion County, Arkansas",05,089
7908,36438,"Searcy County, Arkansas",05,129
265759,66362,"Benton County, Arkansas",05,007
33597,43889,"Hot Spring County, Arkansas",05,059
16211,41682,"Madison County, Arkansas",05,087
1857,45972,"Dolores County, Colorado",08,033
1261,53300,"Jackson County, Colorado",08,057
26031,49470,"Montezuma County, Colorado",08,083
322510,83019,"Boulder County, Colorado",08,013
10003,52022,"Yuma County, Colorado",08,125
25072,77443,"Routt County, Colorado",08,107
9495,67060,"Clear Creek County, Colorado",08,019
165982,46783,"Pueblo County, Colorado",08,101
17867,73622,"Park County, Colorado",08,093
151218,55379,"Mesa County, Colorado",08,077
698974,68779,"El Paso County, Colorado",08,041
644560,77469,"Arapahoe County, Colorado",08,005
556165,73892,"New Castle County, Delaware",10,003
176699,60910,"Kent County, Delaware",10,001
182002,79906,"Litchfield County, Connecticut",09,005
1465027,63299,"Palm Beach County, Florida",12,099
2699428,51347,"Miami-Dade County, Florida",12,086
11811,46643,"Franklin County, Florida",12,037
14326,38569,"Hamilton County, Florida",12,047
125044,57226,"Sumter County, Florida",12,119
19432,39102,"Holmes County, Florida",12,059
737468,57832,"Lee County, Florida",12,071
371453,69653,"Collier County, Florida",12,021
524602,52828,"Pasco County, Florida",12,101
103437,40942,"Highlands County, Florida",12,055
36903,35438,"DeSoto County, Florida",12,027
69968,46494,"Columbia County, Florida",12,023
73252,37670,"Putnam County, Florida",12,107
15303,44270,"Union County, Florida",12,125
40403,37326,"Levy County, Florida",12,075
536487,49494,"Volusia County, Florida",12,127
18460,37037,"Madison County, Florida",12,079
313491,50915,"Escambia County, Florida",12,033
203794,63412,"Okaloosa County, Florida",12,091
32402,51790,"Lumpkin County, Georgia",13,187
5787,44542,"Miller County, Georgia",13,201
38132,90751,"Oconee County, Georgia",13,219
225356,71288,"Henry County, Georgia",13,151
18692,54605,"Long County, Georgia",13,183
25750,47164,"Stephens County, Georgia",13,257
15036,36669,"Jeff Davis County, Georgia",13,161
6365,34167,"Calhoun County, Georgia",13,037
153200,41334,"Bibb County, Georgia",13,021
8432,44643,"Marion County, Georgia",13,197
12807,48174,"Bleckley County, Georgia",13,023
22766,42488,"Franklin County, Georgia",13,119
18672,44846,"Lamar County, Georgia",13,171
22533,37453,"Emanuel County, Georgia",13,107
13916,51250,"Jasper County, Georgia",13,159
61349,48007,"Liberty County, Georgia",13,179
8321,33357,"Seminole County, Georgia",13,253
8229,34879,"Twiggs County, Georgia",13,289
8116,33832,"Taylor County, Georgia",13,269
26972,40175,"Toombs County, Georgia",13,279
41093,58957,"Preble County, Ohio",39,135
103175,53131,"Allen County, Ohio",39,003
41821,44971,"Crawford County, Ohio",39,033
39111,45917,"Guernsey County, Ohio",39,059
40884,62952,"Mercer County, Ohio",39,107
134726,50873,"Clark County, Ohio",39,023
307670,58427,"Lorain County, Ohio",39,093
531670,51542,"Montgomery County, Ohio",39,113
229132,87125,"Warren County, Ohio",39,165
97830,46700,"Ashtabula County, Ohio",39,007
44402,46809,"Kay County, Oklahoma",40,071
14390,43329,"Craig County, Oklahoma",40,035
140455,72056,"Canadian County, Oklahoma",40,017
10348,44214,"Latimer County, Oklahoma",40,077
20805,52282,"Texas County, Oklahoma",40,139
11128,37692,"Pushmataha County, Oklahoma",40,127
11064,41332,"Johnston County, Oklahoma",40,069
5377,52349,"Beaver County, Oklahoma",40,007
13372,39365,"Hughes County, Oklahoma",40,063
121762,52161,"Comanche County, Oklahoma",40,031
22220,34695,"Adair County, Oklahoma",40,001
43647,47214,"Stephens County, Oklahoma",40,137
48319,51419,"Carter County, Oklahoma",40,019
5861,41488,"Greer County, Oklahoma",40,055
19725,39084,"McIntosh County, Oklahoma",40,091
13946,52478,"Murray County, Oklahoma",40,099
31454,39872,"Ottawa County, Oklahoma",40,115
78958,62795,"Wagoner County, Oklahoma",40,145
29242,46592,"Caddo County, Oklahoma",40,015
68736,43078,"Muskogee County, Oklahoma",40,101
46457,44212,"Bryan County, Oklahoma",40,013
216574,53412,"Jackson County, Oregon",41,029
7189,44712,"Grant County, Oregon",41,023
410463,80484,"Clackamas County, Oregon",41,005
26389,49895,"Tillamook County, Oregon",41,057
86251,45616,"Josephine County, Oregon",41,033
77129,54699,"Umatilla County, Oregon",41,059
51375,62257,"Columbia County, Oregon",41,009
26130,53105,"Wasco County, Oregon",41,065
9058,41996,"Montgomery County, Georgia",13,209
89717,60189,"Rockdale County, Georgia",13,247
7928,30192,"Wheeler County, Georgia",13,309
18708,47811,"Banks County, Georgia",13,011
126176,38623,"Clarke County, Georgia",13,059
84470,52977,"Glynn County, Georgia",13,127
67885,65385,"Jackson County, Georgia",13,157
28579,56020,"Jones County, Georgia",13,169
195739,46408,"Muscogee County, Georgia",13,215
6293,29732,"Stewart County, Georgia",13,259
7943,37039,"Turner County, Georgia",13,287
8239,37197,"Atkinson County, Georgia",13,003
3132,32917,"Baker County, Georgia",13,007
10812,33736,"Candler County, Georgia",13,043
117183,53737,"Carroll County, Georgia",13,045
22713,36042,"Crisp County, Georgia",13,081
751218,77932,"Cobb County, Georgia",13,067
16197,42581,"Dade County, Georgia",13,083
15590,38285,"Brooks County, Georgia",13,027
19166,38678,"Elbert County, Georgia",13,105
8793,27375,"Jenkins County, Georgia",13,165
108079,56316,"Newton County, Georgia",13,217
45486,36435,"Colquitt County, Georgia",13,071
283538,47864,"Clayton County, Georgia",13,063
198667,62984,"Hall County, Georgia",13,139
165979,80948,"Maui County, Hawaii",15,009
4385,53841,"Oneida County, Idaho",16,071
17331,45492,"Gem County, Idaho",16,045
4097,48856,"Adams County, Idaho",16,003
23730,52921,"Jerome County, Idaho",16,053
3838,41198,"Lewis County, Idaho",16,061
11552,43798,"Owyhee County, Idaho",16,073
11845,43423,"Boundary County, Idaho",16,021
6953,59053,"Caribou County, Idaho",16,029
85765,51734,"Bannock County, Idaho",16,005
114392,60615,"Bonneville County, Idaho",16,019
217633,52134,"Canyon County, Idaho",16,027
39505,49158,"Latah County, Idaho",16,057
196861,61912,"Sangamon County, Illinois",17,167
32295,53816,"Randolph County, Illinois",17,157
51025,60986,"Ogle County, Illinois",17,141
34247,51437,"Morgan County, Illinois",17,137
13868,49290,"White County, Illinois",17,193
6809,53676,"Henderson County, Illinois",17,071
172578,67675,"McLean County, Illinois",17,113
21251,52428,"Perry County, Illinois",17,145
143873,54858,"Rock Island County, Illinois",17,161
11546,50770,"Wabash County, Illinois",17,185
10836,56206,"Cumberland County, Illinois",17,035
21588,57946,"Jo Daviess County, Illinois",17,085
16033,46636,"Lawrence County, Illinois",17,101
11679,58465,"Marshall County, Illinois",17,123
32931,52834,"Christian County, Illinois",17,021
57977,37241,"Jackson County, Illinois",17,077
182770,55842,"Peoria County, Illinois",17,143
16401,70849,"Piatt County, Illinois",17,147
5447,54907,"Stark County, Illinois",17,175
16589,57289,"Bond County, Illinois",17,005
14466,52410,"Carroll County, Illinois",17,015
21937,63028,"Jersey County, Illinois",17,083
318855,121160,"Howard County, Maryland",24,027
908670,84920,"Prince George's County, Maryland",24,033
571275,100798,"Anne Arundel County, Maryland",24,003
828018,76866,"Baltimore County, Maryland",24,005
251422,97730,"Frederick County, Maryland",24,021
91511,109313,"Calvert County, Maryland",24,009
29235,52617,"Garrett County, Maryland",24,023
19536,58598,"Kent County, Maryland",24,029
1043530,108820,"Montgomery County, Maryland",24,031
18134,53553,"Bethel Census Area, Alaska",02,050
9792,79306,"North Slope Borough, Alaska",02,185
8640,73682,"Sitka City and Borough, Alaska",02,220
99072,76992,"Fairbanks North Star Borough, Alaska",02,090
13800,72728,"Ketchikan Gateway Borough, Alaska",02,130
105369,75493,"Matanuska-Susitna Borough, Alaska",02,170
9988,61048,"Nome Census Area, Alaska",02,180
4961,56898,"Dillingham Census Area, Alaska",02,070
649,71607,"Yakutat City and Borough, Alaska",02,282
1393,44135,"Lake and Peninsula Borough, Alaska",02,164
6878,70056,"Southeast Fairbanks Census Area, Alaska",02,240
293531,84928,"Anchorage Municipality, Alaska",02,020
3385,69250,"Aleutians East Borough, Alaska",02,013
9243,79867,"Valdez-Cordova Census Area, Alaska",02,261
58464,66064,"Kenai Peninsula Borough, Alaska",02,122
1107,73906,"Skagway Municipality, Alaska",02,230
6407,52379,"Prince of Wales-Hyder Census Area, Alaska",02,198
3257,69948,"Petersburg Borough, Alaska",02,195
8250,36754,"Kusilvak Census Area, Alaska",02,158
4328810,64468,"Maricopa County, Arizona",04,013
37996,51353,"Graham County, Arizona",04,009
46480,41259,"Santa Cruz County, Arizona",04,023
20793,34643,"La Paz County, Arizona",04,012
207695,45587,"Mohave County, Arizona",04,015
141274,59460,"Coconino County, Arizona",04,005
228067,52451,"Yavapai County, Arizona",04,025
9522,63473,"Greenlee County, Arizona",04,011
432793,58174,"Pinal County, Arizona",04,021
8351,38042,"Nevada County, Arkansas",05,099
16824,46787,"Cross County, Arkansas",05,037
7279,38072,"Dallas County, Arkansas",05,039
23776,36193,"Columbia County, Arkansas",05,027
119415,64412,"Saline County, Arkansas",05,125
16642,38499,"Van Buren County, Arkansas",05,141
13570,42876,"Izard County, Arkansas",05,065
37427,44319,"Independence County, Arkansas",05,063
21668,41466,"Logan County, Arkansas",05,083
18126,55388,"Grant County, Arkansas",05,053
17738,38923,"Franklin County, Arkansas",05,047
10756,40401,"Pike County, Arkansas",05,109
69282,40726,"Jefferson County, Arkansas",05,069
8950,35741,"Montgomery County, Arkansas",05,097
10376,36092,"Scott County, Arkansas",05,127
127591,46228,"Sebastian County, Arkansas",05,131
62739,46828,"Crawford County, Arkansas",05,033
10615,34147,"Chicot County, Arkansas",05,017
26372,38511,"Johnson County, Arkansas",05,071
9194,29681,"Lee County, Arkansas",05,077
33172,61038,"Marion County, Iowa",19,125
22100,62556,"Washington County, Iowa",19,183
12739,53333,"Wright County, Iowa",19,197
13091,50187,"Cass County, Iowa",19,029
11343,56550,"Cherokee County, Iowa",19,035
17034,55755,"Crawford County, Iowa",19,047
39386,51267,"Des Moines County, Iowa",19,057
19803,51128,"Fayette County, Iowa",19,065
14089,63854,"Harrison County, Iowa",19,085
14978,56073,"Kossuth County, Iowa",19,109
15034,72079,"Mills County, Iowa",19,129
8730,47605,"Monona County, Iowa",19,133
42889,58453,"Muscatine County, Iowa",19,139
6052,59725,"Osceola County, Iowa",19,143
479612,67637,"Polk County, Iowa",19,153
36545,47466,"Webster County, Iowa",19,187
96941,56756,"Story County, Iowa",19,169
102586,59224,"Woodbury County, Iowa",19,193
132393,53539,"Black Hawk County, Iowa",19,013
12299,68038,"Grundy County, Iowa",19,075
20559,57549,"Jones County, Iowa",19,105
10608,58302,"Mitchell County, Iowa",19,131
10053,51696,"Montgomery County, Iowa",19,137
9802,58232,"Sac County, Iowa",19,161
