B01001_001E,B19013_001E,NAME,state,county
25068,67297,"Plymouth County, Iowa",19,149
21118,64837,"Buchanan County, Iowa",19,019
46909,51688,"Clinton County, Iowa",19,045
7979,44462,"Decatur County, Iowa",19,053
18148,47708,"Jefferson County, Iowa",19,101
13813,52216,"Allamakee County, Iowa",19,005
223861,64903,"Linn County, Iowa",19,113
87099,88479,"Dallas County, Iowa",19,049
13835,53703,"O'Brien County, Iowa",19,141
2052,52054,"Stanton County, Kansas",20,187
4180,59316,"Meade County, Kansas",20,119
32521,45157,"Montgomery County, Kansas",20,125
9452,52327,"Pratt County, Kansas",20,151
2502,53207,"Rawlins County, Kansas",20,153
7835,50213,"Anderson County, Kansas",20,003
6231,54902,"Ellsworth County, Kansas",20,053
34025,53133,"Geary County, Kansas",20,061
34179,51711,"Ford County, Kansas",20,057
6948,44792,"Russell County, Kansas",20,167
9749,51895,"Marshall County, Kansas",20,117
12556,45333,"Allen County, Kansas",20,001
2665,47639,"Cheyenne County, Kansas",20,023
35351,50102,"Cowley County, Kansas",20,035
2523,38750,"Elk County, Kansas",20,049
25558,56582,"Franklin County, Kansas",20,059
1876,61211,"Hodgeman County, Kansas",20,083
2885,40676,"Jewell County, Kansas",20,089
9658,53012,"Rice County, Kansas",20,159
4181,49375,"Stafford County, Kansas",20,185
15881,54090,"Osage County, Kansas",20,139
8254,59583,"Coffey County, Kansas",20,031
38968,41004,"Crawford County, Kansas",20,037
6081,41982,"Greenwood County, Kansas",20,073
167699,96769,"Carroll County, Maryland",24,013
49632,97034,"Queen Anne's County, Maryland",24,035
112290,89845,"St. Mary's County, Maryland",24,037
159428,100003,"Charles County, Maryland",24,017
32138,52917,"Dorchester County, Maryland",24,019
150109,60860,"Washington County, Maryland",24,043
102539,56956,"Wicomico County, Maryland",24,045
102552,76887,"Cecil County, Maryland",24,015
33049,58638,"Caroline County, Maryland",24,011
796605,69669,"Suffolk County, Massachusetts",25,025
17312,71811,"Dukes County, Massachusetts",25,007
1600842,102603,"Middlesex County, Massachusetts",25,017
561037,69095,"Bristol County, Massachusetts",25,005
467871,55429,"Hampden County, Massachusetts",25,013
783676,79263,"Essex County, Massachusetts",25,009
70577,60950,"Franklin County, Massachusetts",25,011
824772,74679,"Worcester County, Massachusetts",25,027
161032,70876,"Hampshire County, Massachusetts",25,015
37629,46486,"Chippewa County, Michigan",26,033
149727,62203,"Monroe County, Michigan",26,115
1253185,79698,"Oakland County, Michigan",26,125
45757,49622,"Hillsdale County, Michigan",26,059
173297,50854,"Muskegon County, Michigan",26,121
21652,65249,"Leelanau County, Michigan",26,089
88038,62641,"Lapeer County, Michigan",26,087
41295,47672,"Sanilac County, Michigan",26,151
2111,50292,"Keweenaw County, Michigan",26,083
5877,41546,"Ontonagon County, Michigan",26,131
286558,69314,"Ottawa County, Michigan",26,139
10353,40484,"Alcona County, Michigan",26,001
64300,57043,"Ionia County, Michigan",26,067
17585,46898,"Kalkaska County, Michigan",26,079
154133,50795,"Berrien County, Michigan",26,021
20898,40373,"Ogemaw County, Michigan",26,129
33256,47193,"Wexford County, Michigan",26,165
13892,47977,"Crawford County, Michigan",26,039
25439,51645,"Dickinson County, Michigan",26,043
31349,48289,"Huron County, Michigan",26,063
290587,52872,"Ingham County, Michigan",26,065
28954,51725,"Mason County, Michigan",26,105
23074,46828,"Menominee County, Michigan",26,109
15028,47194,"Missaukee County, Michigan",26,113
60836,52086,"St. Joseph County, Michigan",26,149
75358,54485,"Van Buren County, Michigan",26,159
15070,42290,"Arenac County, Michigan",26,011
60540,64490,"Barry County, Michigan",26,015
11152,41599,"Iron County, Michigan",26,071
17615,57974,"Benzie County, Michigan",26,019
8048,45500,"Schoolcraft County, Michigan",26,153
1757299,47301,"Wayne County, Michigan",26,163
92181,63575,"Grand Traverse County, Michigan",26,055
10780,47938,"Mackinac County, Michigan",26,097
407875,48588,"Genesee County, Michigan",26,049
20119,47643,"Labette County, Kansas",20,099
513375,56524,"Sedgwick County, Kansas",20,173
4658,47976,"Republic County, Kansas",20,157
2519,46375,"Graham County, Kansas",20,065
120290,59435,"Douglas County, Kansas",20,045
2506,62885,"Sheridan County, Kansas",20,179
6039,64930,"Gray County, Kansas",20,069
10195,24331,"Todd County, South Dakota",46,121
14335,31997,"Oglala Lakota County, South Dakota",46,102
21721,55773,"Klickitat County, Washington",53,039
72779,51240,"Grays Harbor County, Washington",53,027
4268,53227,"Wahkiakum County, Washington",53,069
95502,55556,"Grant County, Washington",53,025
798808,86691,"Snohomish County, Washington",53,061
12848,38187,"Summers County, West Virginia",54,089
35155,40200,"Greenbrier County, West Virginia",54,025
27167,49936,"Mineral County, West Virginia",54,057
16166,39908,"Lewis County, West Virginia",54,041
8450,41882,"Pocahontas County, West Virginia",54,075
28930,43320,"Randolph County, West Virginia",54,083
5798,46048,"Wirt County, West Virginia",54,105
8709,35024,"Clay County, West Virginia",54,015
105474,52455,"Monongalia County, West Virginia",54,061
15436,43107,"Wetzel County, West Virginia",54,103
183279,46639,"Kanawha County, West Virginia",54,039
33683,51888,"Preston County, West Virginia",54,077
9844,43577,"Ritchie County, West Virginia",54,085
20850,42345,"Lincoln County, West Virginia",54,043
14190,41466,"Braxton County, West Virginia",54,007
22368,40739,"Boone County, West Virginia",54,005
21281,42332,"Wyoming County, West Virginia",54,109
44759,58783,"Dunn County, Wisconsin",55,033
51733,54800,"Grant County, Wisconsin",55,043
115178,60696,"Sheboygan County, Wisconsin",55,117
4558,40921,"Menominee County, Wisconsin",55,078
13126,57829,"Buffalo County, Wisconsin",55,011
117894,57882,"La Crosse County, Wisconsin",55,063
135396,62633,"Marathon County, Wisconsin",55,073
29499,58548,"Trempealeau County, Wisconsin",55,121
87715,60652,"Dodge County, Wisconsin",55,027
21751,47072,"Vilas County, Wisconsin",55,125
79185,56612,"Manitowoc County, Wisconsin",55,071
15289,52672,"Burnett County, Wisconsin",55,013
27472,61560,"Door County, Wisconsin",55,029
102597,62391,"Fond du Lac County, Wisconsin",55,039
7265,54583,"Pepin County, Wisconsin",55,091
17459,51947,"Richland County, Wisconsin",55,103
24193,52810,"Waushara County, Wisconsin",55,137
16715,60691,"Lafayette County, Wisconsin",55,065
41977,72323,"Pierce County, Wisconsin",55,093
49928,75814,"Calumet County, Wisconsin",55,015
168524,63733,"Kenosha County, Wisconsin",55,059
8487,58132,"Johnson County, Wyoming",56,019
1574,63269,"Wallace County, Kansas",20,199
2637,45353,"Chase County, Kansas",20,017
5603,57806,"Stevens County, Kansas",20,189
3627,43429,"Smith County, Kansas",20,183
7467,53413,"Grant County, Kansas",20,067
23206,56165,"Antrim County, Michigan",26,009
36070,43183,"Houghton County, Michigan",26,061
189754,84221,"Livingston County, Michigan",26,093
25197,43678,"Iosco County, Michigan",26,069
11852,37320,"Lake County, Michigan",26,085
24457,50055,"Manistee County, Michigan",26,101
13266,57914,"Jackson County, Kansas",20,085
7340,60469,"Kingman County, Kansas",20,095
2805,51740,"Logan County, Kansas",20,109
10121,63216,"Nemaha County, Kansas",20,131
23847,66835,"Pottawatomie County, Kansas",20,149
164861,46881,"Wyandotte County, Kansas",20,209
20179,43175,"Cherokee County, Kansas",20,021
66698,64782,"Butler County, Kansas",20,015
8082,53929,"Clay County, Kansas",20,027
3044,45076,"Lincoln County, Kansas",20,105
54701,52200,"Saline County, Kansas",20,169
23114,55000,"Sumner County, Kansas",20,191
2840,57966,"Trego County, Kansas",20,195
6889,61178,"Wabaunsee County, Kansas",20,197
8688,48341,"Wilson County, Kansas",20,205
6145,46203,"Mitchell County, Kansas",20,123
3530,51286,"Osborne County, Kansas",20,141
16268,50439,"Atchison County, Kansas",20,005
36750,60798,"Finney County, Kansas",20,055
2591,46944,"Hamilton County, Kansas",20,075
80745,73013,"Leavenworth County, Kansas",20,103
5493,50588,"Washington County, Kansas",20,201
2130,57978,"Wichita County, Kansas",20,203
2754,47750,"Morton County, Kansas",20,129
5446,49038,"Norton County, Kansas",20,137
26453,49723,"Barton County, Kansas",20,009
8938,45373,"Cloud County, Kansas",20,029
2869,50902,"Edwards County, Kansas",20,047
1564,52125,"Lane County, Kansas",20,101
3022,47981,"Rush County, Kansas",20,165
11964,52123,"Marion County, Kansas",20,115
16108,46291,"Neosho County, Kansas",20,133
5822,54784,"Ottawa County, Kansas",20,143
75056,51208,"Riley County, Kansas",20,161
4624,50174,"Barber County, Kansas",20,007
18828,49991,"Dickinson County, Kansas",20,041
18890,64864,"Jefferson County, Kansas",20,087
35555,51655,"Greenup County, Kentucky",21,089
14513,44612,"Fleming County, Kentucky",21,069
27159,34736,"Carter County, Kentucky",21,043
24951,48714,"Grant County, Kentucky",21,081
767419,56586,"Jefferson County, Kentucky",21,111
26902,48014,"Logan County, Kentucky",21,141
17112,45377,"Mason County, Kentucky",21,161
14572,54375,"Pendleton County, Kentucky",21,191
2123,41902,"Robertson County, Kentucky",21,201
18680,80166,"Spencer County, Kentucky",21,215
12355,44898,"Bath County, Kentucky",21,011
8032,45048,"Ballard County, Kentucky",21,007
29972,46382,"Boyle County, Kentucky",21,021
10979,35899,"Green County, Kentucky",21,087
26699,26478,"Harlan County, Kentucky",21,095
11648,41013,"Martin County, Kentucky",21,159
24476,42919,"Lincoln County, Kentucky",21,137
10627,34879,"Monroe County, Kentucky",21,171
24071,45564,"Ohio County, Kentucky",21,183
14638,46673,"Union County, Kentucky",21,225
13068,42119,"Webster County, Kentucky",21,233
40972,41505,"Jim Wells County, Texas",48,249
7304,58811,"Dallam County, Texas",48,111
9265,41772,"Montmorency County, Michigan",26,119
12714,47948,"Presque Isle County, Michigan",26,141
25279,44619,"Gladwin County, Michigan",26,051
262745,56511,"Kalamazoo County, Michigan",26,077
43251,45018,"Mecosta County, Michigan",26,107
66686,53970,"Marquette County, Michigan",26,103
48366,50326,"Newaygo County, Michigan",26,123
23290,44032,"Osceola County, Michigan",26,133
24490,54332,"Otsego County, Michigan",26,137
134212,48607,"Calhoun County, Michigan",26,025
25418,48044,"Cheboygan County, Michigan",26,031
6338,45469,"Luce County, Michigan",26,095
648121,63053,"Kent County, Michigan",26,081
191821,48000,"Saginaw County, Michigan",26,145
68340,56032,"Shiawassee County, Michigan",26,155
104104,48819,"Bay County, Michigan",26,017
26188,55760,"Charlevoix County, Michigan",26,029
36026,47434,"Delta County, Michigan",26,041
33104,55829,"Emmet County, Michigan",26,047
12515,50870,"Koochiching County, Minnesota",27,071
33064,57815,"Morrison County, Minnesota",27,097
14183,60122,"Pennington County, Minnesota",27,113
36683,64903,"Steele County, Minnesota",27,147
6291,60595,"Wilkin County, Minnesota",27,167
15834,49351,"Aitkin County, Minnesota",27,001
13801,53156,"Faribault County, Minnesota",27,043
8296,60231,"Murray County, Minnesota",27,101
42841,60294,"Kandiyohi County, Minnesota",27,067
10560,61452,"Lake County, Minnesota",27,075
9402,63005,"Rock County, Minnesota",27,133
15361,62202,"Roseau County, Minnesota",27,135
3311,51957,"Traverse County, Minnesota",27,155
34011,60284,"Becker County, Minnesota",27,005
1245837,78167,"Hennepin County, Minnesota",27,053
25163,61120,"Brown County, Minnesota",27,015
11953,55269,"Chippewa County, Minnesota",27,023
8821,50386,"Clearwater County, Minnesota",27,029
46246,66800,"Goodhue County, Minnesota",27,049
39430,74616,"Isanti County, Minnesota",27,059
9954,58727,"Jackson County, Minnesota",27,063
39807,54295,"Mower County, Minnesota",27,099
29223,53422,"Pine County, Minnesota",27,115
154809,76951,"Olmsted County, Minnesota",27,109
13654,46605,"Wadena County, Minnesota",27,159
40129,57715,"Benton County, Minnesota",27,009
30463,53631,"Freeborn County, Minnesota",27,047
45141,55139,"Itasca County, Minnesota",27,061
11048,61275,"Pope County, Minnesota",27,121
9789,60559,"Stevens County, Minnesota",27,149
9359,51620,"Swift County, Minnesota",27,151
11299,52087,"Cottonwood County, Minnesota",27,033
145275,102152,"Scott County, Minnesota",27,139
21537,65226,"Wabasha County, Minnesota",27,157
9191,52917,"Pipestone County, Minnesota",27,117
6520,55085,"Norman County, Minnesota",27,107
33954,67399,"Nicollet County, Minnesota",27,103
765394,97743,"Fort Bend County, Texas",48,157
1620,47500,"Irion County, Texas",48,235
21588,35521,"Willacy County, Texas",48,489
12813,43239,"Dawson County, Texas",48,115
18058,57731,"Burleson County, Texas",48,051
361540,55919,"Nueces County, Texas",48,355
11766,51579,"Rains County, Texas",48,379
3408,35862,"Real County, Texas",48,385
1231,59868,"Sterling County, Texas",48,431
6009,74872,"Carson County, Texas",48,065
19714,49471,"Freestone County, Texas",48,161
3945,41859,"Hardeman County, Texas",48,197
1457,40227,"Briscoe County, Texas",48,045
83702,51494,"Liberty County, Texas",48,291
98,83750,"Loving County, Texas",48,301
16990,52928,"Robertson County, Texas",48,395
53755,55234,"Rusk County, Texas",48,401
14620,41357,"Trinity County, Texas",48,455
22215,58661,"Bandera County, Texas",48,019
7253,43181,"Childress County, Texas",48,075
141642,79936,"Comal County, Texas",48,091
22954,37904,"Houston County, Texas",48,225
48995,48529,"Navarro County, Texas",48,349
17096,54326,"Scurry County, Texas",48,415
1476,51250,"Stonewall County, Texas",48,433
84522,64597,"Bastrop County, Texas",48,021
32611,44578,"Bee County, Texas",48,025
4802,65969,"Crane County, Texas",48,103
58892,56139,"Rutland County, Vermont",50,021
28908,60925,"Orange County, Vermont",50,017
55275,60987,"Windsor County, Vermont",50,027
605490,74665,"Utah County, Utah",49,049
20148,63224,"Duchesne County, Utah",49,013
36084,65264,"Uintah County, Utah",49,047
345767,83310,"Davis County, Utah",49,011
10117,55554,"Emery County, Utah",49,015
4998,54565,"Garfield County, Utah",49,017
36627,73991,"Isle of Wight County, Virginia",51,093
8147,40417,"Franklin city, Virginia",51,620
7241,42632,"Lexington city, Virginia",51,678
51308,37952,"Henry County, Virginia",51,089
16688,66987,"King William County, Virginia",51,101
36040,60975,"Louisa County, Virginia",51,109
22905,47202,"Prince Edward County, Virginia",51,147
80284,61864,"Rockingham County, Virginia",51,165
38837,42273,"Calloway County, Kentucky",21,035
15885,34819,"Casey County, Kentucky",21,045
71414,43919,"Christian County, Kentucky",21,047
100474,51673,"Daviess County, Kentucky",21,059
26247,38612,"Grayson County, Kentucky",21,085
45829,48926,"Henderson County, Kentucky",21,101
15911,53926,"Henry County, Kentucky",21,103
45331,47170,"Hopkins County, Kentucky",21,107
13369,32138,"Jackson County, Kentucky",21,109
60357,41526,"Laurel County, Kentucky",21,125
31192,55113,"Marshall County, Kentucky",21,157
28182,56603,"Meade County, Kentucky",21,163
27884,45516,"Montgomery County, Kentucky",21,173
7153,38149,"Nicholas County, Kentucky",21,181
65967,99128,"Oldham County, Kentucky",21,185
37513,63819,"Douglas County, Minnesota",27,041
5935,55466,"Grant County, Minnesota",27,051
4311,59643,"Kittson County, Minnesota",27,069
28242,71080,"Le Sueur County, Minnesota",27,079
10796,48801,"Owen County, Kentucky",21,187
16820,35720,"Rockcastle County, Kentucky",21,203
54667,70817,"Scott County, Kentucky",21,209
128652,52270,"Warren County, Kentucky",21,227
20944,44036,"Allen County, Kentucky",21,003
20058,49637,"Bourbon County, Kentucky",21,017
80171,63348,"Bullitt County, Kentucky",21,029
9000,45244,"Crittenden County, Kentucky",21,055
6130,30114,"Fulton County, Kentucky",21,075
15260,31198,"Knott County, Kentucky",21,119
6443,39325,"Menifee County, Kentucky",21,165
30951,43590,"Muhlenberg County, Kentucky",21,177
26624,33640,"Perry County, Kentucky",21,193
7207,24623,"Wolfe County, Kentucky",21,237
20368,26840,"Clay County, Kentucky",21,051
26791,26272,"Bell County, Kentucky",21,013
6697,35344,"Cumberland County, Kentucky",21,057
37248,44043,"Graves County, Kentucky",21,083
6881,25275,"Lee County, Kentucky",21,129
12764,41763,"Butler County, Kentucky",21,031
12138,43401,"Edmonson County, Kentucky",21,061
18722,48438,"Harrison County, Kentucky",21,097
8305,49158,"Bracken County, Kentucky",21,023
45650,60127,"Nelson County, Kentucky",21,179
20546,34914,"Wayne County, Kentucky",21,231
19244,40107,"Marion County, Kentucky",21,155
14449,50536,"Trigg County, Kentucky",21,221
130820,78327,"Boone County, Kentucky",21,015
53032,58245,"Jessamine County, Kentucky",21,113
31365,30181,"Knox County, Kentucky",21,121
22295,29886,"Letcher County, Kentucky",21,133
9235,50839,"Livingston County, Kentucky",21,139
59497,34856,"Pike County, Kentucky",21,195
47325,67056,"Shelby County, Kentucky",21,211
22409,55334,"Anderson County, Kentucky",21,005
20176,47190,"Breckinridge County, Kentucky",21,027
50529,56274,"Franklin County, Kentucky",21,073
17465,28105,"McCreary County, Kentucky",21,147
90802,50060,"Madison County, Kentucky",21,151
10036,37386,"Metcalfe County, Kentucky",21,169
4442,30284,"Owsley County, Kentucky",21,189
18183,48623,"Simpson County, Kentucky",21,213
35971,54953,"Clark County, Kentucky",21,049
12316,44005,"Todd County, Kentucky",21,219
10671,43524,"Carroll County, Kentucky",21,041
10193,32184,"Clinton County, Kentucky",21,053
8737,52167,"Gallatin County, Kentucky",21,077
20350,34029,"Richland Parish, Louisiana",22,083
5501,44688,"Mahnomen County, Minnesota",27,087
55315,83464,"Chisago County, Minnesota",27,025
15261,55404,"Redwood County, Minnesota",27,127
9814,59210,"Yellow Medicine County, Minnesota",27,173
24494,53585,"Todd County, Minnesota",27,153
46403,49160,"Beltrami County, Minnesota",27,007
66795,57429,"Blue Earth County, Minnesota",27,013
18648,60382,"Houston County, Minnesota",27,055
6719,53071,"Lac qui Parle County, Minnesota",27,073
3771,49967,"Lake of the Woods County, Minnesota",27,077
58195,58682,"Otter Tail County, Minnesota",27,111
18740,56762,"Waseca County, Minnesota",27,161
199759,55646,"St. Louis County, Minnesota",27,137
350253,82175,"Anoka County, Minnesota",27,003
158452,62789,"Stearns County, Minnesota",27,145
421453,86036,"Dakota County, Minnesota",27,037
25758,57730,"Lyon County, Minnesota",27,083
9372,60118,"Marshall County, Minnesota",27,089
14652,59028,"Renville County, Minnesota",27,129
255938,96671,"Washington County, Minnesota",27,163
5376,57432,"Cook County, Minnesota",27,031
3947,40000,"Knox County, Missouri",29,103
11487,46757,"Montgomery County, Missouri",29,139
29377,41062,"Stoddard County, Missouri",29,207
25644,44261,"Audrain County, Missouri",29,007
289756,46086,"Greene County, Missouri",29,077
9370,38870,"St. Clair County, Missouri",29,185
4555,42694,"Schuyler County, Missouri",29,197
45466,53478,"Camden County, Missouri",29,029
223951,65454,"Jefferson County, Missouri",29,099
17560,38679,"New Madrid County, Missouri",29,143
10234,55377,"Ralls County, Missouri",29,173
11729,52965,"Custer County, Montana",30,017
1607,54427,"Powder River County, Montana",30,075
11175,43194,"Roosevelt County, Montana",30,085
2351,44875,"Liberty County, Montana",30,051
11199,67205,"Richland County, Montana",30,083
4892,50721,"Toole County, Montana",30,101
1730,57440,"Daniels County, Montana",30,019
1954,43661,"Judith Basin County, Montana",30,045
9106,41820,"Deer Lodge County, Montana",30,023
1790,49701,"McCone County, Montana",30,055
9152,57992,"Rosebud County, Montana",30,087
9017,58596,"Dawson County, Montana",30,021
5945,60594,"Broadwater County, Montana",30,007
4077,46212,"Phillips County, Montana",30,071
477,51094,"Blaine County, Nebraska",31,009
1831,47287,"Deuel County, Nebraska",31,049
927,52708,"Logan County, Nebraska",31,113
5057,51821,"Thayer County, Nebraska",31,169
31587,53023,"Adams County, Nebraska",31,001
5279,54979,"Boone County, Nebraska",31,011
53732,48656,"St. Martin Parish, Louisiana",22,099
49646,49141,"Vernon Parish, Louisiana",22,115
14313,38353,"Winn Parish, Louisiana",22,127
443763,54948,"East Baton Rouge Parish, Louisiana",22,033
23991,40336,"Sabine Parish, Louisiana",22,085
25618,46446,"Allen Parish, Louisiana",22,003
11306,30350,"Madison Parish, Louisiana",22,065
31441,42105,"Jefferson Davis Parish, Louisiana",22,053
21308,51603,"St. James Parish, Louisiana",22,093
22340,42505,"Grant Parish, Louisiana",22,043
15428,59637,"West Feliciana Parish, Louisiana",22,125
434850,54032,"Jefferson Parish, Louisiana",22,051
21270,30441,"Monroe County, Alabama",01,099
33058,44886,"Lawrence County, Alabama",01,079
161152,51463,"Lee County, Alabama",01,081
29866,35930,"Marion County, Alabama",01,093
20243,39848,"Pickens County, Alabama",01,107
12797,24320,"Sumter County, Alabama",01,119
659680,53901,"Jefferson County, Alabama",01,073
12925,35892,"Choctaw County, Alabama",01,023
31466,43514,"Franklin County, Alabama",01,059
19321,33241,"Marengo County, Alabama",01,091
57952,42443,"Russell County, Alabama",01,113
25903,41919,"Cherokee County, Alabama",01,019
37200,42189,"Covington County, Alabama",01,039
13844,43163,"Crenshaw County, Alabama",01,041
39149,33845,"Dallas County, Alabama",01,047
92556,48094,"Lauderdale County, Alabama",01,077
10079,30036,"Lowndes County, Alabama",01,085
18708,33370,"Macon County, Alabama",01,087
94727,59686,"Limestone County, Alabama",01,083
213432,77799,"Shelby County, Alabama",01,117
23784,35788,"Winston County, Alabama",01,133
212830,58320,"Baldwin County, Alabama",01,003
81144,60891,"Elmore County, Alabama",01,051
51852,41769,"Jackson County, Alabama",01,071
80387,41325,"Talladega County, Alabama",01,121
16541,41370,"Washington County, Alabama",01,129
13337,40845,"Clay County, Alabama",01,027
119213,52156,"Morgan County, Alabama",01,103
33333,37446,"Pike County, Alabama",01,109
54771,48065,"Colbert County, Alabama",01,033
49277,47214,"Dale County, Alabama",01,045
14809,34046,"Hale County, Alabama",01,065
71310,40440,"DeKalb County, Alabama",01,049
37057,36275,"Escambia County, Alabama",01,053
22647,43395,"Randolph County, Alabama",01,111
414114,47583,"Mobile County, Alabama",01,097
9293,23447,"Perry County, Alabama",01,105
14916,44741,"Cleburne County, Alabama",01,029
12394,37837,"Conecuh County, Alabama",01,035
25361,32525,"Barbour County, Alabama",01,005
22493,47542,"Bibb County, Alabama",01,007
114618,47255,"Calhoun County, Alabama",01,015
24128,37404,"Clarke County, Alabama",01,025
16494,39856,"Fayette County, Alabama",01,057
1414,56250,"Rock County, Nebraska",31,149
3033,50781,"Sherman County, Nebraska",31,163
37043,53209,"Beauregard Parish, Louisiana",22,011
13564,30272,"Bienville Parish, Louisiana",22,013
126499,54268,"Bossier Parish, Louisiana",22,015
6930,53423,"Cameron Parish, Louisiana",22,023
19371,51803,"East Feliciana Parish, Louisiana",22,037
43242,57429,"St. John the Baptist Parish, Louisiana",22,095
23338,57204,"Plaquemines Parish, Louisiana",22,075
155494,41121,"Ouachita Parish, Louisiana",22,073
46435,37570,"Washington Parish, Louisiana",22,117
83172,36403,"St. Landry Parish, Louisiana",22,097
62457,43396,"Acadia Parish, Louisiana",22,001
50968,40485,"St. Mary Parish, Louisiana",22,101
255155,68905,"St. Tammany Parish, Louisiana",22,103
22353,44100,"Union Parish, Louisiana",22,111
245831,41797,"Caddo Parish, Louisiana",22,017
123114,80527,"Ascension Parish, Louisiana",22,005
241973,56999,"Lafayette Parish, Louisiana",22,055
71887,46861,"Iberia Parish, Louisiana",22,045
47246,35467,"Lincoln Parish, Louisiana",22,061
10297,43886,"St. Helena Parish, Louisiana",22,091
39242,28951,"Webster Parish, Louisiana",22,119
27289,46006,"De Soto Parish, Louisiana",22,031
32822,50161,"Iberville Parish, Louisiana",22,047
138928,63389,"Livingston Parish, Louisiana",22,063
25610,32929,"Morehouse Parish, Louisiana",22,067
390845,41604,"Orleans Parish, Louisiana",22,071
112054,48747,"Terrebonne Parish, Louisiana",22,109
201619,51148,"Calcasieu Parish, Louisiana",22,019
15985,26776,"Claiborne Parish, Louisiana",22,027
40669,38565,"Avoyelles Parish, Louisiana",22,009
15879,39139,"Jackson Parish, Louisiana",22,049
22016,41480,"Pointe Coupee Parish, Louisiana",22,077
52773,69019,"St. Charles Parish, Louisiana",22,089
98108,55506,"Lafourche Parish, Louisiana",22,057
4561,27500,"Tensas Parish, Louisiana",22,107
14936,42104,"LaSalle Parish, Louisiana",22,059
34201,57720,"Lincoln County, Maine",23,015
39539,51931,"Waldo County, Maine",23,027
16836,40890,"Piscataquis County, Maine",23,021
67809,41123,"Aroostook County, Maine",23,003
31491,41347,"Washington County, Maine",23,029
39759,57751,"Knox County, Maine",23,013
35452,63694,"Sagadahoc County, Maine",23,023
121753,55365,"Kennebec County, Maine",23,011
29982,51422,"Franklin County, Maine",23,007
54601,57178,"Hancock County, Maine",23,009
609032,50379,"Baltimore city, Maryland",24,510
25729,37803,"Somerset County, Maryland",24,039
252222,89147,"Harford County, Maryland",24,025
71445,45893,"Allegany County, Maryland",24,001
6417,59348,"Howard County, Nebraska",31,093
2013,64053,"Gosper County, Nebraska",31,073
181232,82032,"Sarpy County, Nebraska",31,153
1937,47778,"Boyd County, Nebraska",31,015
5547,60313,"Fillmore County, Nebraska",31,059
693,41125,"Hooker County, Nebraska",31,091
17171,70389,"Seward County, Nebraska",31,159
3537,46188,"Webster County, Nebraska",31,181
8029,58979,"Butler County, Nebraska",31,023
427,42813,"Arthur County, Nebraska",31,005
21594,53110,"Gage County, Nebraska",31,067
6529,60266,"Kearney County, Nebraska",31,099
35080,53188,"Madison County, Nebraska",31,119
9100,59040,"Phelps County, Nebraska",31,137
9332,56456,"Wayne County, Nebraska",31,179
8426,52332,"Knox County, Nebraska",31,107
7798,55649,"Merrick County, Nebraska",31,121
2649,46452,"Pawnee County, Nebraska",31,133
783,51591,"Wheeler County, Nebraska",31,183
5643,88030,"Lander County, Nevada",32,015
969,37375,"Esmeralda County, Nevada",32,009
4460,35806,"Mineral County, Nevada",32,021
5180,58462,"Lincoln County, Nevada",32,017
456936,64791,"Washoe County, Nevada",32,031
54773,55718,"Carson City, Nevada",32,510
149917,75737,"Merrimack County, New Hampshire",33,013
60887,69447,"Belknap County, New Hampshire",33,001
129124,72960,"Strafford County, New Hampshire",33,017
621659,99733,"Monmouth County, New Jersey",34,025
141483,94520,"Sussex County, New Jersey",34,037
795404,61510,"Essex County, New Jersey",34,013
291165,87283,"Gloucester County, New Jersey",34,015
503637,69688,"Passaic County, New Jersey",34,031
930390,101144,"Bergen County, New Jersey",34,003
105862,81307,"Warren County, New Jersey",34,041
445702,87416,"Burlington County, New Jersey",34,005
24083,29360,"Luna County, New Mexico",35,029
32786,38329,"Taos County, New Mexico",35,055
12168,36302,"Colfax County, New Mexico",35,007
441,29375,"Harding County, New Mexico",35,021
8326,29035,"Quay County, New Mexico",35,037
10700,33784,"Noxubee County, Mississippi",28,103
28404,51030,"Tate County, Mississippi",28,137
34190,38304,"Panola County, Mississippi",28,107
12367,41464,"Yalobusha County, Mississippi",28,161
10534,49870,"Winnebago County, Iowa",19,189
11606,58000,"Shelby County, Iowa",19,165
12452,40167,"Appanoose County, Iowa",19,007
16189,61443,"Iowa County, Iowa",19,095
15268,51867,"Page County, Iowa",19,145
20262,65263,"Winneshiek County, Iowa",19,191
93393,60065,"Pottawattamie County, Iowa",19,155
39964,56437,"Marshall County, Iowa",19,127
26370,64000,"Boone County, Iowa",19,015
20058,57125,"Buena Vista County, Iowa",19,021
9226,55060,"Howard County, Iowa",19,089
10669,61161,"Guthrie County, Iowa",19,077
9554,54575,"Humboldt County, Iowa",19,091
16012,66316,"Madison County, Iowa",19,121
86937,35928,"Guaynabo Municipio, Puerto Rico",72,061
31111,19430,"Fajardo Municipio, Puerto Rico",72,053
25748,19279,"Aguas Buenas Municipio, Puerto Rico",72,007
39950,17715,"Hatillo Municipio, Puerto Rico",72,065
21757,19827,"Santa Isabel Municipio, Puerto Rico",72,133
75232,14236,"Mayagüez Municipio, Puerto Rico",72,097
49613,22669,"Río Grande Municipio, Puerto Rico",72,119
26934,19919,"Añasco Municipio, Puerto Rico",72,011
24271,17448,"Cataño Municipio, Puerto Rico",72,033
16293,12995,"Guánica Municipio, Puerto Rico",72,055
25778,17852,"Loíza Municipio, Puerto Rico",72,087
37499,21667,"Las Piedras Municipio, Puerto Rico",72,085
